Id,Tweet,Nom
1338961854308245505,RT @khamalD: Grow up and realize almost everyone you looked up to in Nigerian politics is a fraud.,Hauwa Shaffii Nuhu
1338961853670707203,"@pjyankeeedved People have been divided by politics for too long. It doesn't matter if you are Republican, Democrat… https://t.co/lZ8EhFZUFt",🅰lvin 🅱onilla 🇵🇷
1338961852227842048,RT @DanKEberhart: Even some Democrats are getting fed up with Nancy Pelosi's continued refusal to stop playing politics and agree to COVID…,Carolbraziel7
1338961851187605505,"RT @Goss30Goss: Joe Biden picks Pete Buttigieg to be transportation secretary.

Phenomenal pick. He is a rockstar with a bright future. 

h…",Patti Stevens
1338961851158171649,Cabinet tries to bring Quebec shipyard back into consideration for icebreaker contract | CBC News https://t.co/THogW5zZ78,Debi Acre-Smith
1338961850885672961,@JamesOKeefeIII Swamp scum McConnell needs to be investigated _ https://t.co/H36pyaW0Rb,PresidentElectDeplorable
1338961848184483844,RT @CNNPolitics: JUST IN: Vice President Pence likely to get the coronavirus vaccine by Friday https://t.co/ZvKwrNj7fw https://t.co/aY1JIb9…,Shannon Sherman
1338961845105864707,"RT @SarahLudford: “To most people, disorder is threatening, scary. To Rees-Mogg &amp; the radical right it is a source of opportunity, the chan…",Stephen Blake 🔶 #FBPE
1338961844279652354,"RT @GdnPolitics: Most child sexual abuse gangs made up of white men, Home Office report says https://t.co/3fIjbO96oE",Itsnotabdi
1338961844204138498,"RT @OvieSheikh: On 2023 politics , my advice to APC in the South if they really want to win. Focus on Osinbajo. Tinubu, Amaechi are great m…",Fémi Ayégbúsì
1338961841796636673,RT @CNNPolitics: Sen. Mitt Romney spoke to President-elect Joe Biden and congratulated him https://t.co/4JNr8Xlfu8 https://t.co/l0SvqOMPUX,KALASHNIKOV 2020
1338961840404107264,"@cowboyangels @gill_az @RepMattGaetz @GaetzTakes And nothing's changed, sweetheart, except the politics. Physics an… https://t.co/niNWhfkqAA",Nick Talbot
1338961838168477705,Georgia GOP senators dig in on refusal to recognize Biden win https://t.co/48oW3ctyaA,Christy
1338961836759281673,"RT @kylegriffin1: On a private conference call, Mitch McConnell urged Republican senators not to join House members on January 6 to object…",CME
1338961835790360580,Future prospects for EU – Chinese cooperation on cybersecurity « Civitas Politics https://t.co/6M1fwCnauH #dataprotection #hack #python,#BugBountyNews
1338961835194785795,"@Politics_PR ""I'd pull your nails off with pliers if I could...."" #SmarmyScubaSteve",jaydee jourdin CrazyLikeABOSS since G+was a thing.
1338961834360135685,"@ShamsCharania @TheAthleticNBA @Stadium Basically, this means Milwaukee is the center of the NBA universe; Green Ba… https://t.co/6POlXP5vDu",Badger Fan
1338961832942432256,RT @mesqisha: please don’t ask me anything about politics because I literally don’t know like I just don’t,𓆩 𝑴 𓆪
1338961832560758785,@yellojkt @inlanddefense @UncleAltMk1 @rtlcactus @GrillBoyCecil @C_nrad @tysen_olson @BlackGuelph @mjmcin… https://t.co/KiFV9f88AZ,BCerv
1338961832044847106,@sassiscjo @MercurySchroepp @Yeoh62 @NathanJRobinson Why are you accusing me of dismissing Black voters? Are you tr… https://t.co/jRUx5rhbvx,Matt Aikens
1338961831423954945,Left have to bitch about. Maybe only let POC go to school. Maybe let POC only be in politics. Im in on that one. Le… https://t.co/vmYZ54ljHS,JustAMom
1338961830753038336,RT @savsogolden: harry styles making fun of american politics is my religion,petal | Z3 IS COMING 🦋
1338961830497181696,RT @KnickmeyerEllen: Charts of a species' decline don't get much more dramatic than this one on the monarchs' Western population. https://t…,John Raby
1338961828131516417,I don’t but it’s because they’ve more than likely already put something in their profile about politics that allowe… https://t.co/osrLWs1rGe,Twerking table for 2
1338961826919243777,"RT @Doh_Doh_Burrd: The money laundering fun begins in Scotland. 
Ruh, roh, they might very well seize Trump Turnberry. 🤣
https://t.co/ps6aw…",Maria couto
1338961825912807424,RT @janekin24: Labour would take away everything. Imprison us forever. Keir is now the grinch that would steal xmas. #KierTheGrinch  Christ…,Andy Thomas #KBF
1338961825669533698,"MPs may not vote on any Brexit deal until after it has come into force, Jacob Rees-Mogg suggests https://t.co/dcjWcLm0hY",joan keating-majorel
1338961825006759938,"Joe Biden picks Pete Buttigieg to be transportation secretary
https://t.co/OV7NUWThv4",NastyWomanKathyA11. WEAR A MASK!!
1338961824046145536,"RT @Otpor17: Judge rejects Trump Organization's claim of privilege to shield documents from New York attorney general, sets Friday deadline…",Gerry Smith
1338961822980972552,"@marcorubio What about Russia? You've said NOTHING about Russia hacking multiple federal agencies! Do your job!
https://t.co/WTr2TEvl06",Sally Brown
1338961820124667904,"RT @TheOnion: ‘You’re A Piece Of Shit And I Hope Everyone Like You Dies,’ Says Biden To Democratic Voter In Stirring Call For Party Unity h…",Qwanta
1338961818874568704,RT @janefourmillion: @girlsreallyrule It is already IRS law to remove tax exemptions for religious organizations that engage in party polit…,Michele Scott
1338961818727878659,"RT @MikeBloomberg: Congrats to @PeteButtigieg, who knows from experience that smart transportation policy not only improves our quality of…","eleni agresta, ms rdn"
1338961815192137734,RT @Sarah_Boxer: Melania Trump breaks children's hospital rules by taking her mask off to read to patients - CNNPolitics https://t.co/0EmaK…,b'
1338961813837410309,"RT @hbhswifties: niall horan                         harry styles 
                          🤝
 making fun of american politics",srihitha’s crying over 18 months
1338961813279367168,"RT @thecaravanindia: Archives | Contrast Tharoor’s secularism, which has no truck with professions of faith—at least Islamic faith—in the p…",~HriDiGul
1338961812629446657,"RT @koan4u: A stimulus deal that includes an extension of jobless benefits is within reach
https://t.co/fmXZVP8BxN",Elaine
1338961812096757762,RT @Independent: Christmas plans hang in the balance as scientists brand relaxed Covid social distancing ‘rash’ https://t.co/Yc6cpDlG5J,sam sam
1338961811874394115,"RT @TaraSetmayer: Excellent piece by ⁦@EvanMcMullin⁩ 

Where do #NeverTrump Republicans go from here now that the GOP has become an anti-de…",H. Sadia
1338961811438141440,RT @WisePaxCat: White House refuses to recognize Biden as president-elect following Electoral College vote https://t.co/5bxf73tBun,Arabella
1338961804937097217,"RT @MayorLucasKC: Eviction is already a fundamentally traumatic event, both a cause and a condition of poverty. The pandemic only adds more…",mason conkright
1338961803976568832,RT @PhillDKline: The error rate detailed in this report has implications for every state where we have litigation. This joins with other co…,Goose Jones
1338961802294677510,"RT @TheOnion: ‘You’re A Piece Of Shit And I Hope Everyone Like You Dies,’ Says Biden To Democratic Voter In Stirring Call For Party Unity h…","Dennis Caleb McCoy, divorced-adjacent"
1338961800537145344,"RT @merica: Joe Biden will nominate Pete Buttigieg to be his transportation secretary, sources familiar with the matter tell CNN, elevating…",Patrick Flaherty E.
1338961800038141955,@MaraWilson I can’t remember where I learned it. Possibly from @IwriteOK or from @drmistercody but I’m pretty sure… https://t.co/V448mKDSnr,Joe
1338961797403971584,RT @globeandmail: Trudeau brushes aside questions about Barton’s McKinsey role and firm’s opioids work https://t.co/92ZAgYSR57,Canadian UnOperative
1338961795806093313,RT @americanshomer: Biden Fundraiser Floated as Ambassador Pick Took Millions in PPP Loans While His Law Firm Won Massive Settlements - Was…,Missy
1338961794849796099,"@LLW902 politics accounts using the word ""nascent"" https://t.co/fmiGZFvHNZ",Foolish Baseball
1338961793843146754,"RT @hbhswifties: niall horan                         harry styles 
                          🤝
 making fun of american politics",emma ♥︎'s long hair louis
1338961792232542208,"RT @CNN: JUST IN: President-elect Joe Biden will nominate Pete Buttigieg to be his transportation secretary, sources familiar with the matt…",M Jane Richmond
1338961791343267842,@thehill He's right.  I don't believe entertainers have any more political competence than anyone else.  In this ca… https://t.co/annpjlcqFP,Nunzio
1338961784724729856,"RT @nytimes: President-elect Joe Biden is said to have picked Pete Buttigieg to lead the Department of Transportation, making Buttigieg the…",regina allison
1338961784707850241,RT @CNNPolitics: NEW: Joe Biden picks Pete Buttigieg to be transportation secretary https://t.co/lKYfNWCbeM https://t.co/cDCbIj1G1B,Christine Gittens 🇺🇲
1338961784208826370,"RT @ABC: “I'm starting to feel like I won Georgia three times.”

President-elect Biden thanks Georgia voters for “standing strong to make s…",AuthorClaudette
1338961784124960769,RT @nytimes: President-elect Joe Biden will nominate Pete Buttigieg to lead the Department of Transportation. If he is confirmed by the Sen…,David Kearns
1338961783109922817,"Insults to the Spanish flag are not protected by freedom of expression, rules court via @Elnacionalcaten https://t.co/id9KUuxouj",o serra #RiseUp4Rojava
1338961782392541184,"CriminalWatch: Trump Organization Must Cough Up Docs on Seven Springs Engineer to New York Attorney General, Manhat… https://t.co/lZQW11T0hZ",★MrElias★
1338961780618522625,"RT @jsolomonReports: Wisconsin Supreme Court rules state erred by giving blanket exemption to voter ID rules during COVID | Just The News
h…",Katrina
1338961780123394048,RT @Dorianlynskey: All I want for Christmas is for one terrible person in politics or the media to face some kind of consequences for their…,Jon Reachill
1338961778739310592,RT @amandalitman: I can’t put into words how thrilling it is see @jomalleydillon get the notoriety she deserves. She makes me believe it is…,Stephanie
1338961776642285568,"RT @nytimes: President-elect Joe Biden is said to have picked Pete Buttigieg to lead the Department of Transportation, making Buttigieg the…",Sebastián Gray
1338961775878832128,"RT @washingtonpost: Analysis: Trump’s attempts to overturn the election keep failing, but they highlight systemic vulnerabilities https://t…",Laura W 🎇Biden/Harris 🎄 Day One Ready 🎇
1338961775568560132,"RT @CNNnewsroom: While “some Republicans in the Senate have grappled with the obvious and acknowledged Biden's win, others are trailing Rus…",Momto2❤️
1338961774700322820,@HEBobiwine  is an  icon of change ..and  I really feel so disturbed that there people who don't see that until now… https://t.co/drxybi3NFD,♠️ Painento Adonis 🇺🇬🀄
1338961774679306246,RT @nickreeves9876: Tory activists in Northamptonshire have been urged to campaign like Donald Trump by “weaponising fake news” and talking…,Electric Poll Cat 3.5%
1338961774373183489,RT @faketitojohnsON: americans really think that their center right centered view of politics is the way of the world and not the result of…,whOREO🍪
1338961773206982657,"RT @VarandOnany: Armenia has 2 wounds... Erdogan &amp; Aliyev. We have every right to be politically motivated &amp; express our opinions, but no m…",Anita Hablian 🇦🇲
1338961772389265408,RT @JolyonMaugham: He got a 45% pay rise whilst lowly public servants got a pay freeze. One rule for them and another for you. https://t.co…,Rin
1338961772053671945,"@AmSolidarity That Holy Grail of politics, the coveted Garbage McFart endorsement",Micah Jahns ☧
1338961771571376130,"RT @Rasmussen_Poll: 56% believe #JoeBiden was consulted about, profited from Hunter's overseas business deals, but 38% still consider this…",Dr. President-elect theresa wilson
1338961770732511235,Court rejects Trump’s drilling proposal in major victory for polar bears and climate https://t.co/QmWKPLXM6K,nathalie
1338961770321481728,"RT @TheOnion: ‘You’re A Piece Of Shit And I Hope Everyone Like You Dies,’ Says Biden To Democratic Voter In Stirring Call For Party Unity h…",connor 🎄⛄🦌
1338961768987709451,"@AP_Politics Yeah, that's only about 6 weeks too late.  I guess he's going to pretend this is a ""tradition,"" too, b… https://t.co/TrDFOun3WN",Wear A Mask
1338961768597639169,Talks on a long-delayed COVID-19 aid package intensified Tuesday as House Speaker Nancy Pelosi summoned other top c… https://t.co/5IVdoAITzi,NewsNation Now
1338961765955235841,"RT @HANKSTERevolt: Exclusive— ‘Totally Unacceptable’: Kelly Loeffler, David Perdue Torch Brad Raffensperger’s Failure to Enact Voter Transp…",❌🇺🇸Steve🇺🇸🇺🇸America First🇺🇸🇮🇹MAGA🇺🇸KAG
1338961764583682051,RT @NikkiHaley: The media “fact-checked” the Trump admin for predicting a vaccine would arrive in 2020. They said it would take a “miracle.…,Mc
1338961762490544128,RT @CNN: First lady Melania Trump broke stated mask policy at Children's National Hospital Tuesday when she removed her mask to read a holi…,Enrico A. Bertoletti TM
1338961761597272077,"RT @HuffPostPol: Trevor Noah, Stephen Colbert, Seth Meyers, Jimmy Fallon and James Corden celebrated the Electoral College's confirmation o…",Jeanne Godfrey
1338961760666013697,"RT @hbhswifties: niall horan                         harry styles 
                          🤝
 making fun of american politics",nat’s a simp for lhl 🍄
1338961759483416577,"RT @ABC: Pres.-elect Joe Biden hits Georgia's GOP senators over Texas election lawsuit, which was rejected by the Supreme Court.

""Maybe th…",Patrick McKeon
1338961756991864833,"@thomaskaine5 With all the forgiveness in the air from #Democrats, it is more urgent than ever that those who're… https://t.co/g64769zA4F",Farah Ghuznavi 📚
1338961756522156034,"RT @KeithStarmerMP: How would you describe my politics?

(Anyone who chooses option 4 will face expulsion.)",Ruben🇩🇪🌹
1338961756467716096,"It’s hardly the worst thing about post-decency, fact-scorning 21st century politics, but dear gawd these wretches a… https://t.co/fEW4VFwCyb",Colin Smith
1338961754827722759,"RT @SenWhitehouse: To return to normal rules, we should make sure they are really rules, enforceable ones. Otherwise we will play by one se…",#SheIsOurPresident
1338961753196158977,"Pelosi will require House members to wear masks to be recognized

https://t.co/Yzo0ezRRq4",Tweetyidol
1338961752424386564,"RT @keithboykin: If confirmed, Pete Buttigieg would be the nation’s first openly LGBTQ cabinet secretary.

https://t.co/pR0M8ZEP0J",Nancy Roman
1338961751656828934,RT @Independent: UK set to lose access to Erasmus exchange programme as Brexit talks struggle https://t.co/xJIcAXagcV,𝗝𝗮𝗺𝗲𝘀 𝗩𝗲𝗻𝗻𝗲𝗿
1338961750541078530,"@surrealyo @AntifaAxolotl @BikeSlutty @Andrea_Marie_69 @0rf Politics isnt supposed to be comfortable. ""Oh no, the p… https://t.co/X0A2JEfKeI",Defund the Pentagon until the People have a Voice
1338961748292988933,"RT @AaronBlake: "" ... The renaming of [Abraham] Lincoln High School was a slam dunk for the committee, which didn’t even discuss it. ... [T…",Neenerniner
1338961747600797696,RT @ProfTimStephens: Treasurer Josh Frydenberg backs inquiry headed by climate sceptic into banks that are reducing their exposure to clima…,💧 Dr Alex De Marco 🔥
1338961743620530177,RT @danpfeiffer: Anyone applauding Mitch McConnell for accepting the results of an election decided a month ago should not be covering or c…,Jacqueline Penney
1338961743603585024,"Bernie Sanders ran outside of the Dem Party for decades, fought as hard as he could without losing what little clou… https://t.co/ayK1aZ4DBS",Watching Empires Collapse
1338961742664175617,"RT @nicknrm01: Here’s some inspiration @AOC.

In 2019, @AdyBarkan and others made en emotional plea for #MedicareForAll to Congress— you sh…",Lalisa
1338961739266871297,RT @nytimes: Breaking News: Senator Mitch McConnell is said to have pleaded with Republican senators not to join a last-ditch effort to rev…,Ivan Galan
1338961738314747909,RT @TAPSTRIMEDIA: Covidiot Melania Trump breaks children's hospital rules by taking her mask off to read to patients - CNNPolitics https://…,wyndsayl
1338961737786200066,"I feel this intense pressure to know everything about everything like all aspects of politics, music, books, histor… https://t.co/kxTKDjZVzM",.
1338961737324916738,"Melania Trump removes mask to read to young patients, breaking hospital's rules https://t.co/mQGdgoA7el",Christy
1338961736989171712,"""In A Perfect Spy, he writes that our rulers are ... just “men who see the threat to their class as synonymous with… https://t.co/GI2KT7QKjz",Vedica Kant
1338961734220967936,RT @DavidCornDC: JUST POSTED: Trump just retweeted a Seth Rich conspiracy theorist who's calling for an uprising. These are the people he's…,jack jordan
1338961733982031873,RT @NicholsUprising: Ron Johnson will chair a Senate hearing Wednesday that is intended to amplify Trump’s lies about “voter fraud” and set…,Joel Jacobsen
1338961733839433732,RT @DavidCornDC: JUST POSTED: Trump just retweeted a Seth Rich conspiracy theorist who's calling for an uprising. These are the people he's…,CitizenPayne6 🌊🌊👍
1338961732719554562,"@TallowWolves @BallWw123f @BoozeAndFagz Politics isn’t the same thing as government policy, either. Sports absolute… https://t.co/eljhKZKmCN",Jeremy Kareken
1338961731922563073,Kentucky's congressional delegation split on whether they will take COVID-19 vaccine https://t.co/ZZdlkxhtlJ via @courierjournal,Julia Fair
1338961731553390592,RT @BJP4India: We thank the people of Goa for their resounding endorsement of the politics of development envisioned by PM Shri @narendramo…,Ramprasad N 🕉🇮🇳
1338961731171696641,"U can say that again

https://t.co/RHda3xGwyN https://t.co/M3NkTZt3qu",larry
1338961730182012928,RT @peacefmonline: 2020 Elections: Mahama And NDC Should Accept And Concede Defeat - NDC's Andy Kankam .... https://t.co/JmSKTXfxgY,NYtoocuull
1338961729624170496,RT @RiegerReport: The Trump campaign submitted a list to Georgia lawmakers that it falsely said proves thousands of people voted illegally.…,🍑Georgia vote 🍑 We are all in this together
1338961728718184452,"RT @kylegriffin1: On a private conference call, Mitch McConnell urged Republican senators not to join House members on January 6 to object…",Claus Lochbihler
1338961728269406212,"RT @A_R_BERG: Pritzker continues Illinois' failed strategy of service cuts rather than pension reform. cc: @Adam_Schuster 

https://t.co/iW…",Clurichaun
1338961727149416448,@POmi7798 @MariamWatt @AP_Politics What qualifications do you think a Transportation Secretary needs? It's at its h… https://t.co/rTLNBV7P1t,Andy K.
1338961726302261249,Can Biden succeed where Obama failed? https://t.co/yiqgH7QBiP,Slate
1338961726096744450,"RT @GOPChairwoman: .@WINRED’s success would not have been possible without @realDonaldTrump's support.
 
It played a critical role in Repub…",Savannah Viar
1338961725660557321,RT @DavidCornDC: JUST POSTED: Trump just retweeted a Seth Rich conspiracy theorist who's calling for an uprising. These are the people he's…,Rob Frost
1338961725572472834,Senators unveil compromise bills on COVID-19 relief https://t.co/HBAu0LZtkk THIS DOES NOT HELP THE AMERICANS WHO AR… https://t.co/UTsh9E7mOy,Susie Que
1338961724779749376,@DianeToucan @AP_Politics @MsEricaMB Still highest if you added all of Trumps family scores together.,david
1338961724301565952,"RT @merica: Joe Biden will nominate Pete Buttigieg to be his transportation secretary, sources familiar with the matter tell CNN, elevating…",jessi
1338961723324305413,"RT @Women4Biden: Joe Biden is expected to nominate Pete Buttigieg to be his transportation secretary, which could make him the first ever S…",A cat fancier
1338961723131367425,"RT @randyhillier: Dr Yaffe “ I just say whatever they write for me”. She sounds like every caucus &amp; elected member, I’ve met over 14 yr in…",Susan Jones
1338961721302650880,@mikekingjr @perlmutations @senatemajldr @NowThisPolitics This is still the article title as of 30 seconds ago. I u… https://t.co/pA4GuPDXGt,Brett Manifold-Wheel
1338961717137612800,"RT @TrumpsTaxes: Have *you* ever been accidentally photographed smiling next to a longtime white supremacist, neo-Nazi, KKK member?

I didn…",Lisa Fancher 🇺🇸👊🏿🔄🌊🌎
1338961716957294594,RT @savsogolden: harry styles making fun of american politics is my religion,fernanda
1338961716630188035,BBC told to abolish TV licence fee as it 'fails to offer unbiased' coverage  https://t.co/WJPQoF49XZ,David Holt
1338961716617547779,@SuckerCarlson Why do those Republicans now rushing to act like politics has returned to normal sound an awful lot… https://t.co/ys6ufj8G3X,Patrik Ask
1338961715749408768,RT @GregHinz: .@GovPritzker makes a move in state budget battle. With his graduated income tax DOA and Congress balking at more #COVID19 re…,Chicago Bars
1338961715623505921,"RT @CBCNews: In denying the election result even after electoral college meetings, Donald Trump is now a history-making loser. https://t.co…",Yukon Cornelius
1338961715426455560,"Exciting to see this ceiling shattered, and I look forward to seeing more LGBTQ+ administration picks in the coming… https://t.co/WZ5LUzXbH5",Todd Hill-Jones
1338961714671448067,"RT @SangerNYT: Sometime the news is in the news, and sometimes it is in the silences. Here, the silence from the President, the White House…",WeAreTheWorld2019
1338961714608549888,Mitch McConnell just made the lives of his Republican colleagues a lot harder - CNNPolitics https://t.co/jPAiZVdRJE,(((Stargazer)))
1338961714537263107,RT @BeijingPalmer: remember how Elaine Chao's conversations with Chinese officials in Beijing on behalf of her family shipping business so…,Janice West
1338961714436517891,"RT @PittsburghPG: Pennsylvania officials suffered a chaotic scramble during the first year of no-excuse vote-by-mail, partially exacerbated…",Pittsburgh Injury Lawyers
1338961713585065987,"RT @sapiofoxy: Bubbles and tiers, rules and restrictions, punishments and politics!!!

Where the f*ck is this bloody virus?

They're moving…",VenomBag
1338961710976208899,RT @AnnMcLaneKuster: Congratulations to my dear friend @PeteButtigieg on being named Transportation Secretary for the #BidenHarris Administ…,lori
1338961710959497217,RT @DaShaunLH: Lizzo has never positioned herself as a fat liberationist. she has always been a Black woman who was also fat and therefore…,JAY
1338961710867165193,"RT @Sbh08Mae: Which is worse, Trump allows the Russian hacking again or Trump’s silence?

Russia hacked multiple agencies including the Sta…",(((Blue Dilly Gal)))
1338961709092855810,"RT @JoaquinCastrotx: The visa system for temporary workers is fundamentally flawed, enabling the abuse of hard-working families.

My bill c…",Eugene V. Debs #IVOTED
1338961708518400001,"RT @FoxNews: Top Facebook, Twitter execs donated tens of thousands of dollars to Biden campaign
https://t.co/e404In1a8y",DR. MARTYN43
1338961707532754947,"RT @CNNnewsroom: While “some Republicans in the Senate have grappled with the obvious and acknowledged Biden's win, others are trailing Rus…",Angel Mabel 1976 V2.0 * I Voted For Joe *
1338961707016785921,RT @boblister_poole: Macron ally urges France to 'stop controls of migrants' heading to UK. FFS They  Take Millions From Us To Stop  Migran…,jacqueline whiting
1338961705238294528,"RT @TheOnion: ‘You’re A Piece Of Shit And I Hope Everyone Like You Dies,’ Says Biden To Democratic Voter In Stirring Call For Party Unity h…",Spider Queen
1338961705087463425,"RT @410MLXVI: The key is overrpresenation per the population of X ethnicity. 
Why does that only matter when it comes to things like stop a…",Rabbi Goldblatzberg
1338961704454066176,RT @SPIRALlZE: unironically love when people just lie. like not about stuff that matters like politics or serious issues but when people ar…,lc .
1338961702600183817,"RT @hbhswifties: niall horan                         harry styles 
                          🤝
 making fun of american politics",dayah ᴴ
1338961702205992961,RT @NMalliotakis: Struggling NYC restaurant owner: Local economy needed Amazon deal opposed by AOC https://t.co/T2mcqn74i2 #FoxNews,Bipin Mathew
1338961701832679430,"RT @washingtonpost: Analysis: We could simply pay businesses to be closed, if politics didn't insist on getting in the way https://t.co/Pid…",WPZ
1338961701367144449,RT @Numbers28: Someone needs to remind the GOP of the harm that pendulum politics has caused. Normal is compromise. It is civil discourse.…,Lynnette Stephan
1338961697990729730,"RT @LadyRedWave: There’s 

EVIL 

On 

BOTH Sides of the aisle! 

Et tu @senatemajldr 

🚨REVEALED🚨

#MitchMcConnell's In-Laws Bought 10 Mas…",RON
1338961695868407809,"@AhraniLogan Funny how new federal rules just went into effect.

DOJ's New Rule Allows More Ways for Federal Execut… https://t.co/j44POWmoUL",Virtual Kraken NewOrleanIan🗽⚖️🇺🇸
1338961693104369669,RT @DavidCornDC: JUST POSTED: Trump just retweeted a Seth Rich conspiracy theorist who's calling for an uprising. These are the people he's…,BfloGalMichele
1338961692722671620,RT @DavidCornDC: JUST POSTED: Trump just retweeted a Seth Rich conspiracy theorist who's calling for an uprising. These are the people he's…,ASquared
1338961692471021569,"RT @KyivPost: Since the #Ukraine's government implemented small fines of roughly $6-9 for not wearing a face mask, authorities have issued…",Philipp GeSr
1338961691531497476,RT @nytimes: President-elect Joe Biden will nominate Pete Buttigieg to lead the Department of Transportation. If he is confirmed by the Sen…,PolitiSnark🐝 😎
1338961690751193088,RT @SPIRALlZE: unironically love when people just lie. like not about stuff that matters like politics or serious issues but when people ar…,jay (kinda ia dont unf) #IN生 ♕︎ #bIm ㋡
1338961690520551424,"RT @Dave_Boucher1: New, from @paulegan4: Dominion Voting CEO John Poulos tells lawmakers that Antrim County report part of 'reckless disinf…",CJK
1338961685059493889,"RT @kylegriffin1: Gov. Larry Hogan: ""I understand at the beginning maybe some people had some concerns ... but now we are several steps dow…",Aaron Azimov 🦙
1338961684669534215,@HawleyMO I think that no one in the government should sleep until the package including the direct payments is don… https://t.co/luetpkNYb8,James W.
1338961684371828742,"@cjtruth @BreitbartNews Can we not come to a general consensus that if they're in politics, they're scum",Zed's Dead
1338961682987687936,Alveda King: Raphael Warnock 'Adept' at 'Playing the Race Card' https://t.co/PX6yNHGZf7 @BreitbartNews #AAG #AAG2020,All American Girl
1338961681175752704,"RT @jsolomonReports: Wisconsin Supreme Court rules state erred by giving blanket exemption to voter ID rules during COVID | Just The News
h…",Terry Green
1338961680269783042,@LLinWood @realDonaldTrump @BrianKempGA @GaSecofState LOL what now.. what fake angle will you use now to grift ?he… https://t.co/SJ8ycNZIM8,Def
1338961678386552834,"RT @jsolomonReports: Wisconsin Supreme Court rules state erred by giving blanket exemption to voter ID rules during COVID | Just The News
h…",Phillip Kline
1338961677019197440,"@Mike_Pence @VP Dr. Jansen sought to distance the company from Operation Warp Speed and presidential politics, noti… https://t.co/2ENbYqPgOt",SD Johnson
1338961672900251648,RT @Biden20202024: Idiot fool................................Arizona judge scraps election fraud lawsuit in which plaintiff was not a regis…,Maria couto
1338961670735970304,RT @HIREMAIDEA: S'pore strong in areas like digital adoption: WEF https://t.co/diCcxVD2l2,SGDIRECTCONTRACTOR
1338961670178304004,@AP_Politics Who the heck cares what Moscow Mitch does?,Karim 🇩🇲🇻🇮
1338961669708525571,"RT @ATParasiliti: Check out my #podcast with @daoudkuttab on  #Palestinian politics, prospects for #Israeli-Palestinian talks &amp; an internat…",Al-Monitor
1338961669695959042,"RT @TheOnion: ‘You’re A Piece Of Shit And I Hope Everyone Like You Dies,’ Says Biden To Democratic Voter In Stirring Call For Party Unity h…",Nathan ☀️💙ツ
1338961668269887489,"RT @Katpa73: Melania “hates f*cking Christmas” Trump breaks children's hospital rules by taking her mask off to read to patients. 

Really?…",PearlVCalhoun 🇨🇦✌🇺🇸
1338961667892252672,"@DebraMessing @AliAdair22 With all the forgiveness in the air from #Democrats, it is more urgent than ever that tho… https://t.co/aKTB2QM8sb",Farah Ghuznavi 📚
1338961667242086403,"RT @merica: Joe Biden will nominate Pete Buttigieg to be his transportation secretary, sources familiar with the matter tell CNN, elevating…",01ThedudeYorson
1338961666982068224,"McConnell Stabs Trump In The Back TWICE in ONE DAY!  Mitch, you can KISS OFF GEORGIA NOW!

McConnell Urged GOP Sens… https://t.co/nDlw3sjZ28",Richard Pierini
1338961666772492294,"RT @KamauMandela: .@JoeBiden and @KamalaHarris will be sworn-in at the U.S. Capitol on January 20, ensuring that @BidenInaugural is honorin…",Kathryn Nichole
1338961666055303170,RT @TheOnion: Trump Lifts Obama-Era Protections Trapping Gangthor The Malevolent In Tomb Deep Within Murky Depths Of Pacific Ocean https://…,DBK (Dasher Blitzen Kupid)
1338961662670499842,RT @AnnMcLaneKuster: Congratulations to my dear friend @PeteButtigieg on being named Transportation Secretary for the #BidenHarris Administ…,Katrina 🐝 Win The Era
1338961662649323521,"RT @teampetewte: IT'S FINALLY GONNA BE #InfrastructureWeek!!

A big job ahead but we know Pete can do it.   If confirmed, he'll be the firs…",Dona Rogers
1338961661538037763,"EU is ‘irreplaceable’ trade partner, Boris Johnson warned – follow live

“Services are 80 per cent of our GDP and o… https://t.co/XZ04k3tEIk",Random Bits #FBPE
1338961660615163904,RT @BEVHOWARD40: Pelosi says House members won’t be allowed to speak without masks https://t.co/WOzTmj5ytP,Paul
1338961659331813379,"RT @merica: Joe Biden will nominate Pete Buttigieg to be his transportation secretary, sources familiar with the matter tell CNN, elevating…",Brian Craig
1338961658056638464,"RT @SethAbramson: I don't know why Dan Crenshaw thinks this video is getting progressives riled up. I'm pretty sure that, just like me, mos…",Barbara Negrescu
1338961657771397120,RT @cangal21: How many people died while they were playing politics with a 60 year old drug that is safe for most people and might have hel…,Denise
1338961657444380674,"@_CodyMorris_ Because he’s from Indiana and that’s politics. If you’ve got some proof it was anything more than that, I’d love to hear it.",Mike Neal
1338961656337096704,RT @DavidCornDC: JUST POSTED: Trump just retweeted a Seth Rich conspiracy theorist who's calling for an uprising. These are the people he's…,Jeannie Sadler
1338961656009908225,"RT @davidschneider: WHAT THERE WASN'T MONEY FOR:
Feeding hungry kids
Proper pay for nurses/care workers
Pay rise for public sector workers…",Sarah Hamstera ☠️
1338961655602970625,RT @TAPSTRIMEDIA: Covidiot Melania Trump breaks children's hospital rules by taking her mask off to read to patients - CNNPolitics https://…,Enrico A. Bertoletti TM
1338961653153542152,@kennedy_edwardo I'm gonna be honest.  I got no clue what that has to do with my og tweet chief.  Not to mention I… https://t.co/V8CsUD8ARP,Louie Betensky
1338961652339892234,Certainly not based on his Democratic ideology. He probably realizes that it would come back and bite all Repugs in… https://t.co/9r2uRD2Gyx,Bruce Stamper
